,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,Port Lincoln,-34.7333,135.8667,61.18,66,90,8.3,AU,1619132669
359,Malibu,34.005,-118.8101,62.01,74,21,3.0,US,1619132647
360,Erdenet,49.0333,104.0833,20.66,92,100,7.07,MN,1619132669
361,Praia,14.9215,-23.5087,69.8,78,20,17.27,CV,1619132534
362,Ghātanji,20.1333,78.3167,84.25,16,44,2.98,IN,1619132670
363,Orlik,52.5178,99.825,17.65,83,100,2.44,RU,1619132670
364,Pangody,65.85,74.4859,28.9,84,77,17.31,RU,1619132671
365,Ketchikan,55.3422,-131.6461,57.2,28,1,12.66,US,1619132671
366,Antalaha,-14.9003,50.2788,73.62,90,91,7.49,MG,1619132672
367,Kisaran,2.9845,99.6158,73.31,97,100,2.26,ID,1619132672
368,Qui Nhon,13.7667,109.2333,77.47,89,85,3.22,VN,1619132672
369,Mersing,2.4312,103.8405,75.2,94,100,3.44,MY,1619132673
370,Turtas,58.9417,69.1325,35.26,65,82,10.42,RU,1619132673
371,North Bend,43.4065,-124.2243,64.0,71,40,10.36,US,1619132674
372,Sioux Lookout,50.1001,-91.917,64.4,19,40,10.36,CA,1619132674
373,Aklavik,68.2191,-135.0107,26.6,54,20,5.75,CA,1619132497
374,Pardina,45.3064,28.9569,48.2,81,75,3.44,RO,1619132674
375,Tecpan,14.7623,-90.9947,77.0,50,75,11.5,GT,1619132675
376,Wau,7.7029,27.9953,79.77,65,100,5.23,SS,1619132675
377,Hambantota,6.1241,81.1185,79.23,83,20,11.39,LK,1619132511
378,Kaliua,-5.0606,31.7936,65.07,89,47,4.12,TZ,1619132676
379,Flinders,-34.5833,150.8552,62.01,57,0,4.0,AU,1619132676
380,Juegang,32.3174,121.1855,64.99,93,97,7.27,CN,1619132677
381,Kruisfontein,-34.0033,24.7314,66.0,83,4,7.0,ZA,1619132677
382,Berlevåg,70.8578,29.0864,33.98,70,100,10.76,NO,1619132589
383,Pointe-Noire,-4.7761,11.8635,78.84,89,92,7.27,CG,1619132678
384,Athabasca,54.7169,-113.2854,33.8,43,81,9.22,CA,1619132678
385,La Ferté-Bernard,48.1863,0.6536,53.6,43,0,9.22,FR,1619132679
386,Douentza,14.9951,-2.9517,91.94,12,92,3.13,ML,1619132679
387,Gamba,-2.65,10.0,74.21,91,100,4.9,GA,1619132528
388,Saldanha,-33.0117,17.9442,59.05,90,0,5.88,ZA,1619132679
389,Arlit,18.7369,7.3853,87.1,6,47,9.17,NE,1619132680
390,Grindavik,63.8424,-22.4338,44.6,87,90,28.77,IS,1619132680
391,Mossamedes,-15.1961,12.1522,79.14,81,41,1.79,AO,1619132681
392,Cayenne,4.9333,-52.3333,79.0,94,90,6.91,GF,1619132418
393,Bubaque,11.2833,-15.8333,78.78,67,67,17.07,GW,1619132630
394,Guánica,17.9716,-66.908,81.0,72,59,3.0,PR,1619132681
395,Trujillo,-8.116,-79.03,66.2,88,40,13.8,PE,1619132575
396,Bambanglipuro,-7.95,110.2833,73.83,84,30,4.07,ID,1619132682
397,Bocas del Toro,9.3333,-82.25,66.99,70,5,4.0,PA,1619132682
398,Dicabisagan,17.0818,122.4157,77.2,78,95,3.09,PH,1619132693
399,Juradó,7.1053,-77.7641,79.66,84,80,1.5,CO,1619132693
400,Jāwā,31.8525,35.9393,66.2,22,43,3.44,JO,1619132694
401,Husavik,66.0449,-17.3389,39.2,87,0,3.44,IS,1619132694
402,Gloucester,51.8657,-2.2431,42.8,52,1,5.75,GB,1619132694
403,Abu Samrah,35.3029,37.1841,56.91,41,0,5.48,SY,1619132695
404,Yasnyy,51.0333,59.8742,44.13,64,100,8.19,RU,1619132695
405,Yar-Sale,66.8333,70.8333,33.04,87,69,14.92,RU,1619132696
406,Jieshi,22.8134,115.8257,74.44,80,10,4.16,CN,1619132696
407,Luwuk,-0.9516,122.7875,78.71,82,100,3.18,ID,1619132696
408,Dvinskoy Bereznik,62.8551,42.7072,38.62,88,96,4.63,RU,1619132697
409,Aksarka,66.5606,67.7975,34.99,90,100,12.75,RU,1619132697
410,Vila Franca do Campo,37.7167,-25.4333,59.0,77,40,31.07,PT,1619132697
411,Batagay-Alyta,67.8006,130.4114,1.54,79,33,3.18,RU,1619132698
412,Lata,40.1629,-8.3327,59.0,86,54,4.5,PT,1619132527
413,Dolinsk,47.35,142.8,33.8,100,75,4.47,RU,1619132698
414,Aykhal,66.0,111.5,22.6,93,99,26.11,RU,1619132699
415,Pelym,61.0108,61.9978,40.46,85,100,4.38,RU,1619132699
416,Ascension,30.2169,-90.9001,69.8,37,1,3.44,US,1619132700
417,Fuerte Olimpo,-21.0415,-57.8738,81.1,35,19,5.59,PY,1619132700
418,São Filipe,14.8961,-24.4956,73.02,73,59,12.39,CV,1619132701
419,Zabid,14.1951,43.3152,82.02,60,27,7.31,YE,1619132701
420,Zaysan,47.4667,84.8667,28.53,68,100,2.66,KZ,1619132701
421,Ferkessédougou,9.6,-5.2,78.75,70,42,5.73,CI,1619132537
422,Port Keats,-14.25,129.55,79.47,66,44,10.92,AU,1619132702
423,Aswān,24.0934,32.907,85.44,17,41,10.92,EG,1619132702
424,Tara,56.8944,74.371,29.68,74,9,6.22,RU,1619132703
425,Caborca,30.5838,-111.101,79.0,26,33,8.99,MX,1619132703
426,Sohag,26.557,31.6948,80.6,21,0,9.22,EG,1619132703
427,Atar,20.5169,-13.0499,80.85,12,0,6.73,MR,1619132704
428,Safi,32.2994,-9.2372,62.44,85,85,9.15,MA,1619132704
429,Luanda,-8.8368,13.2343,76.08,85,93,6.87,AO,1619132656
430,Kiryat Gat,31.61,34.7642,62.01,73,0,5.01,IL,1619132705
431,Muroto-misakicho,33.2833,134.15,59.0,58,0,8.05,JP,1619132433
432,Villa Tecolutilla,18.2833,-93.3167,91.4,58,75,13.8,MX,1619132705
433,Marsá Maţrūḩ,31.3525,27.2453,60.8,72,75,9.22,EG,1619132706
434,Omboué,-1.5746,9.2618,75.09,94,100,7.49,GA,1619132706
435,Ulladulla,-35.35,150.4667,59.0,54,0,11.5,AU,1619132707
436,Peleduy,59.6289,112.7406,26.19,91,100,11.18,RU,1619132603
437,Boaco,12.4722,-85.6586,93.2,51,40,9.22,NI,1619132707
438,Tupik,54.4253,119.9327,24.08,63,77,2.19,RU,1619132707
439,Havre-St-Pierre,50.2334,-63.5986,37.4,100,90,19.57,CA,1619132708
440,Ipixuna,-1.7625,-48.8043,75.2,94,75,4.61,BR,1619132708
441,Chifeng,42.2683,118.9636,49.12,81,100,2.48,CN,1619132709
442,Souillac,-20.5167,57.5167,77.0,94,75,6.91,MU,1619132709
443,Tabas,33.5959,56.9244,76.89,22,3,3.62,IR,1619132710
444,Auki,-8.7676,160.7034,85.01,66,83,2.06,SB,1619132710
445,Kimbe,-5.5502,150.1429,83.95,70,99,1.23,PG,1619132710
446,La Serena,-29.9078,-71.2542,59.0,82,75,6.91,CL,1619132568
447,Gopālganj,26.4667,84.4333,77.97,25,17,7.61,IN,1619132721
448,Krasnaya Gora,52.9995,31.6023,48.2,87,75,8.95,RU,1619132721
449,Walvis Bay,-22.9575,14.5053,66.2,68,3,5.75,NA,1619132722
450,Klaksvík,62.2266,-6.589,41.0,93,75,5.86,FO,1619132574
451,Baoding,38.8511,115.4903,52.9,77,62,4.9,CN,1619132722
452,Coruripe,-10.1256,-36.1756,79.09,85,48,11.01,BR,1619132723
453,Kelowna,49.8831,-119.4857,60.8,27,1,17.27,CA,1619132444
454,Ponyri,52.3186,36.3039,46.4,71,39,11.18,RU,1619132723
455,Philadelphia,39.9523,-75.1638,48.2,29,90,23.02,US,1619132509
456,Puerto Madero,14.7208,-92.4215,86.0,74,40,10.36,MX,1619132724
457,Banepā,27.6298,85.5214,51.8,76,20,3.44,NP,1619132724
458,Yangi Marg`ilon,40.4272,71.7189,48.2,76,0,1.68,UZ,1619132725
459,Tilichiki,60.4667,166.1,26.31,81,57,3.94,RU,1619132725
460,Kondinskoye,59.6481,67.41,39.45,70,100,13.06,RU,1619132725
461,Quatre Cocos,-20.2078,57.7625,77.0,94,75,6.91,MU,1619132726
462,Areosa,41.7178,-8.8571,57.0,88,0,2.3,PT,1619132726
463,Nelson Bay,-32.7167,152.15,59.0,44,0,20.71,AU,1619132726
464,Tocache,-8.1842,-76.5125,73.76,94,30,1.83,PE,1619132727
465,Dzaoudzi,-12.7887,45.2699,80.6,83,100,8.05,YT,1619132727
466,Nautla,20.2167,-96.7833,80.13,75,100,12.97,MX,1619132728
467,Teya,60.3778,92.6267,14.97,98,78,2.3,RU,1619132728
468,St. Pete Beach,27.7253,-82.7412,77.0,50,1,11.5,US,1619132729
469,Codrington,-38.2667,141.9667,56.01,72,100,11.86,AU,1619132541
470,Bouna,9.2667,-3.0,81.48,59,88,4.74,CI,1619132729
471,Bukachacha,52.9833,116.9167,28.15,47,90,4.05,RU,1619132730
472,Broome,42.2506,-75.833,37.99,86,90,10.36,US,1619132730
473,Nicolás Bravo,18.45,-88.9167,87.01,65,40,11.5,MX,1619132730
474,‘Āhuimanu,21.4447,-157.8378,84.2,65,40,14.97,US,1619132731
475,Barcelona,41.3888,2.159,57.0,87,40,1.72,ES,1619132638
476,Malé,4.1748,73.5089,82.4,83,75,12.66,MV,1619132731
477,Simao,22.7886,100.9748,61.86,48,0,0.92,CN,1619132732
478,Kumul,42.8,93.45,45.34,32,99,9.89,CN,1619132732
479,Guangyuan,32.442,105.823,63.45,94,100,4.07,CN,1619132732
480,High Level,58.5169,-117.136,35.6,35,75,17.27,CA,1619132733
481,Port Macquarie,-31.4333,152.9167,63.0,57,0,4.0,AU,1619132733
482,Nārsingi,18.0333,78.4333,82.02,48,93,5.68,IN,1619132734
483,São Mateus,-18.7161,-39.8589,71.37,92,50,4.09,BR,1619132734
484,Misratah,32.3754,15.0925,69.69,58,52,17.81,LY,1619132734
485,Buraidah,26.326,43.975,82.4,20,0,6.91,SA,1619132735
486,Kaohsiung City,22.6163,120.3133,75.2,83,40,9.22,TW,1619132735
487,Ostrovnoy,68.0531,39.5131,33.6,93,100,9.86,RU,1619132605
488,Morondava,-20.2833,44.2833,76.37,71,0,3.56,MG,1619132736
489,Bar Harbor,44.3876,-68.2039,36.0,51,75,11.5,US,1619132736
490,Taveta,-3.3963,37.6736,69.6,90,97,3.06,KE,1619132737
491,Viedma,-40.8135,-62.9967,60.58,59,40,7.14,AR,1619132737
492,Hong Kong,22.2855,114.1577,77.0,84,0,4.68,HK,1619132582
493,San Quintín,30.4833,-115.95,62.11,62,34,17.05,MX,1619132737
494,Bom Jesus,-9.0744,-44.3586,74.23,83,44,1.57,BR,1619132738
495,Petropavlovsk-Kamchatskiy,53.0452,158.6483,41.0,65,67,2.24,RU,1619132479
496,Kilrush,52.6397,-9.4833,46.4,66,0,6.91,IE,1619132748
497,Longido,-2.7333,36.6833,64.33,87,100,7.47,TZ,1619132749
498,Vardø,70.3705,31.1107,33.8,75,75,4.61,NO,1619132553
499,Lázaro Cárdenas,17.9583,-102.2,84.7,40,74,11.41,MX,1619132749
500,Upernavik,72.7868,-56.1549,22.14,88,100,6.53,GL,1619132492
501,Beroroha,-21.6667,45.1667,70.79,74,4,5.23,MG,1619132750
502,Visnes,59.3556,5.2242,42.8,61,90,11.5,NO,1619132750
503,Farīdpur,23.6,89.8333,82.4,74,40,6.91,BD,1619132743
504,Lacolle,45.0834,-73.3659,37.0,54,100,1.99,CA,1619132751
505,Deputatsky,69.3,139.9,4.82,94,94,2.15,RU,1619132751
506,Nadym,65.5333,72.5167,30.54,84,59,17.25,RU,1619132621
507,Padang,-0.9492,100.3543,75.2,94,40,2.3,ID,1619132492
508,Santa Cruz de la Sierra,-17.8,-63.1667,80.6,78,40,13.8,BO,1619132625
509,Gorkovskiy,45.6542,41.199,48.02,93,54,6.6,RU,1619132752
510,Yerbogachën,61.2767,108.0108,26.58,89,100,12.41,RU,1619132753
511,Sola,-13.8833,167.55,75.2,94,90,15.57,VU,1619132475
512,Cherskiy,68.75,161.3,18.34,90,100,10.36,RU,1619132753
513,Mwanza,-2.5167,32.9,67.91,83,54,6.53,TZ,1619132754
514,Lapeer,43.0514,-83.3188,48.2,29,40,5.75,US,1619132754
515,Mount Isa,-20.7333,139.5,71.6,26,29,13.8,AU,1619132754
516,Ballina,-28.8667,153.5667,61.0,48,0,9.22,AU,1619132538
517,Georgiyevka,43.0369,74.7114,35.6,93,0,6.71,KZ,1619132755
518,Lebyazh'ye,55.2689,66.4947,41.18,68,100,12.55,RU,1619132755
519,Hualmay,-11.0964,-77.6139,68.99,83,16,9.24,PE,1619132756
520,Ourém,39.6417,-8.5919,57.2,94,0,2.3,PT,1619132756
521,Necochea,-38.5473,-58.7368,62.01,92,100,3.0,AR,1619132757
522,Gizo Government Station,-8.103,156.8419,83.21,71,100,3.62,SB,1619132757
523,Santa Marinella,42.0345,11.8536,48.99,80,100,3.56,IT,1619132757
524,Saint-François,46.4154,3.9054,50.0,66,0,5.75,FR,1619132758
525,Bama,11.5221,13.6856,88.25,18,70,6.04,NG,1619132758
526,Byron Bay,-28.65,153.6167,61.0,48,0,9.22,AU,1619132758
527,Izhma,65.0083,53.9113,39.45,91,100,10.09,RU,1619132759
528,Cranbrook,49.4999,-115.7688,41.0,60,90,10.36,CA,1619132759
529,Folkestone,51.0833,1.1833,43.0,87,7,17.27,GB,1619132760
530,Pedernales,18.0384,-71.744,80.85,69,51,4.41,DO,1619132760
531,Kutum,14.2,24.6667,77.45,18,26,10.67,SD,1619132760
532,Split,43.5089,16.4392,51.8,82,0,5.75,HR,1619132742
533,Novoil'insk,51.6829,108.7143,27.82,86,100,3.0,RU,1619132761
534,Korla,41.7597,86.1469,43.16,46,100,18.39,CN,1619132761
535,Mahon,39.8885,4.2658,50.0,93,20,3.44,ES,1619132762
536,Melilla,35.2937,-2.9383,60.8,82,0,3.18,ES,1619132762
537,Belfast,54.5833,-5.9333,39.2,81,35,2.3,GB,1619132762
538,Ko Samui,9.5357,99.9357,82.99,77,85,15.28,TH,1619132763
539,Havelock,34.8791,-76.9013,57.99,28,20,13.8,US,1619132614
540,Tyul'gan,52.3405,56.166,38.82,90,100,9.08,RU,1619132763
541,Katsuura,35.1333,140.3,57.0,52,6,17.65,JP,1619132551
542,Barão de Melgaço,-16.1944,-55.9675,80.6,57,0,2.3,BR,1619132764
543,Marmaris,36.855,28.2742,60.8,82,0,5.75,TR,1619132764
544,Libreville,0.3925,9.4537,76.78,89,100,10.51,GA,1619132532
545,Najrān,17.4924,44.1277,71.6,20,0,2.3,SA,1619132775
546,Cap Malheureux,-19.9842,57.6142,75.99,87,100,3.0,MU,1619132775
547,Neuquén,-38.9516,-68.0591,60.8,77,0,2.3,AR,1619132735
548,Gigmoto,13.7796,124.39,80.42,84,86,4.23,PH,1619132776
549,Fredonia,42.4401,-79.3317,37.4,87,75,12.66,US,1619132688
550,Rodrigues Alves,-7.738,-72.6509,86.0,74,20,1.88,BR,1619132776
551,Villamontes,-21.25,-63.5,73.85,88,93,0.25,BO,1619132777
552,Vila,42.0304,-8.1588,51.01,91,82,4.43,PT,1619132777
553,Port-Gentil,-0.7193,8.7815,77.58,86,100,13.51,GA,1619132778
554,Road Town,18.4167,-64.6167,79.0,78,20,9.22,VG,1619132729
